From	To	Species	Gene Name
ENSTGUG00000006522	100230862	Taeniopygia guttata	ubiquitin specific peptidase 9 X-linked(USP9X)
ENSTGUG00000006529	100227947	Taeniopygia guttata	semaphorin 3B(SEMA3B)
ENSTGUG00000006528	100232564	Taeniopygia guttata	leucine rich repeat containing 10B(LRRC10B)
ENSTGUG00000007854	100224766	Taeniopygia guttata	uridine phosphorylase 1(UPP1)
ENSTGUG00000006527	100218232	Taeniopygia guttata	PHD finger protein 19(PHF19)
ENSTGUG00000007855	100227647	Taeniopygia guttata	transmembrane O-mannosyltransferase targeting cadherins 2(TMTC2)
ENSTGUG00000007856	100225540	Taeniopygia guttata	kelch like family member 41(KLHL41)
ENSTGUG00000007860	100221711	Taeniopygia guttata	rhomboid 5 homolog 2(RHBDF2)
ENSTGUG00000018509	115495423	Taeniopygia guttata	acyl-coenzyme A amino acid N-acyltransferase 2(LOC115495423)
ENSTGUG00000007862	100219363	Taeniopygia guttata	zinc finger SWIM-type containing 5(ZSWIM5)
ENSTGUG00000006532	100225800	Taeniopygia guttata	transmembrane 9 superfamily member 4(TM9SF4)
ENSTGUG00000005201	100227478	Taeniopygia guttata	myosin heavy chain 10(MYH10)
ENSTGUG00000006531	100229640	Taeniopygia guttata	synaptotagmin 7(SYT7)
ENSTGUG00000005200	100229215	Taeniopygia guttata	dihydrolipoamide branched chain transacylase E2(DBT)
ENSTGUG00000018507	100227844	Taeniopygia guttata	carbonic anhydrase 3-like(LOC100227844)
ENSTGUG00000018506	100219001	Taeniopygia guttata	G protein-coupled receptor 18(GPR18)
ENSTGUG00000006558	100220059	Taeniopygia guttata	HCK proto-oncogene, Src family tyrosine kinase(HCK)
ENSTGUG00000006557	100225301	Taeniopygia guttata	transmembrane and immunoglobulin domain containing 1(TMIGD1)
ENSTGUG00000006556	100190061	Taeniopygia guttata	nth like DNA glycosylase 1(NTHL1)
ENSTGUG00000005225	100224580	Taeniopygia guttata	methionyl-tRNA synthetase 2, mitochondrial(MARS2)
ENSTGUG00000006555	100230681	Taeniopygia guttata	TNF receptor associated factor 1(TRAF1)
ENSTGUG00000005224	100224303	Taeniopygia guttata	C2 calcium-dependent domain-containing protein 4C(LOC100224303)
ENSTGUG00000007886	100223253	Taeniopygia guttata	WASH complex subunit 2C(WASHC2C)
ENSTGUG00000007887	100228940	Taeniopygia guttata	4-hydroxyphenylpyruvate dioxygenase like(HPDL)
ENSTGUG00000005229	100219644	Taeniopygia guttata	vacuolar protein sorting 13 homolog C(VPS13C)
ENSTGUG00000007888	100227658	Taeniopygia guttata	solute carrier family 2, facilitated glucose transporter member 11(LOC100227658)
ENSTGUG00000006559	100226010	Taeniopygia guttata	leucine rich melanocyte differentiation associated(LRMDA)
ENSTGUG00000005228	100221653	Taeniopygia guttata	RAB33A, member RAS oncogene family(RAB33A)
ENSTGUG00000007889	100217937	Taeniopygia guttata	leucine rich repeats and IQ motif containing 1(LRRIQ1)
ENSTGUG00000005230	101233154	Taeniopygia guttata	uncharacterized LOC101233154(LOC101233154)
ENSTGUG00000007893	115496871	Taeniopygia guttata	dipeptidase 1(DPEP1)
ENSTGUG00000006560	100219416	Taeniopygia guttata	carboxypeptidase D(CPD)
ENSTGUG00000007895	100228830	Taeniopygia guttata	eukaryotic elongation factor, selenocysteine-tRNA specific(EEFSEC)
ENSTGUG00000007896	100227163	Taeniopygia guttata	amyloid beta precursor protein binding protein 2(APPBP2)
ENSTGUG00000006565	100230818	Taeniopygia guttata	catechol-O-methyltransferase domain containing 1(COMTD1)
ENSTGUG00000006564	100226608	Taeniopygia guttata	TBC1 domain family member 30(TBC1D30)
ENSTGUG00000005233	115497029	Taeniopygia guttata	inka box actin regulator 1(INKA1)
ENSTGUG00000007890	100226093	Taeniopygia guttata	mutY DNA glycosylase(MUTYH)
ENSTGUG00000006563	100224199	Taeniopygia guttata	zinc finger protein 503(ZNF503)
ENSTGUG00000007892	100219067	Taeniopygia guttata	TATA-box binding protein associated factor 4(TAF4)
ENSTGUG00000018536	105758602	Taeniopygia guttata	potassium voltage-gated channel subfamily A member 5(KCNA5)
ENSTGUG00000018539	100219075	Taeniopygia guttata	protein O-fucosyltransferase 1(POFUT1)
ENSTGUG00000018532	100220844	Taeniopygia guttata	stratifin(SFN)
ENSTGUG00000018533	100231368	Taeniopygia guttata	apolipoprotein B mRNA editing enzyme catalytic subunit 2(APOBEC2)
ENSTGUG00000006547	100232366	Taeniopygia guttata	Bardet-Biedl syndrome 2(BBS2)
ENSTGUG00000005216	100232226	Taeniopygia guttata	pleiotropic regulator 1(PLRG1)
ENSTGUG00000007879	100222005	Taeniopygia guttata	GATA binding protein 2(GATA2)
ENSTGUG00000006546	100230871	Taeniopygia guttata	solute carrier family 12 member 2(SLC12A2)
ENSTGUG00000005215	101233893	Taeniopygia guttata	ovochymase 2(OVCH2)
ENSTGUG00000005214	100221546	Taeniopygia guttata	solute carrier family 1 member 1(SLC1A1)
ENSTGUG00000006544	751977	Taeniopygia guttata	vitellogenin 2(VIT2)
ENSTGUG00000005213	100217651	Taeniopygia guttata	sperm acrosome associated 9(SPACA9)
ENSTGUG00000007875	100218832	Taeniopygia guttata	peptidylprolyl isomerase G(PPIG)
ENSTGUG00000006549	100224155	Taeniopygia guttata	ATPase phospholipid transporting 9B (putative)(ATP9B)
ENSTGUG00000005218	105759065	Taeniopygia guttata	canopy FGF signaling regulator 3(CNPY3)
ENSTGUG00000007877	100224485	Taeniopygia guttata	transmembrane channel like 3(TMC3)
ENSTGUG00000007878	100230469	Taeniopygia guttata	HscB mitochondrial iron-sulfur cluster cochaperone(HSCB)
ENSTGUG00000006550	100224389	Taeniopygia guttata	ILK associated serine/threonine phosphatase(ILKAP)
ENSTGUG00000007882	100218490	Taeniopygia guttata	protein phosphatase, Mg2+/Mn2+ dependent 1D(PPM1D)
ENSTGUG00000007883	100220282	Taeniopygia guttata	CTP synthase 2(CTPS2)
ENSTGUG00000007884	100224826	Taeniopygia guttata	LSM family member 14B(LSM14B)
ENSTGUG00000007885	101233925	Taeniopygia guttata	selenoprotein Pb-like(LOC101233925)
ENSTGUG00000006554	100221380	Taeniopygia guttata	glycine receptor alpha 4(LOC100221380)
ENSTGUG00000005223	100220159	Taeniopygia guttata	ubiquitin like modifier activating enzyme 7(UBA7)
ENSTGUG00000006553	100228693	Taeniopygia guttata	ubiquitin specific peptidase 34(USP34)
ENSTGUG00000005222	100223368	Taeniopygia guttata	fatty acyl-CoA reductase 1(FAR1)
ENSTGUG00000006552	100217978	Taeniopygia guttata	aldehyde dehydrogenase 2 family member(ALDH2)
ENSTGUG00000005221	100228268	Taeniopygia guttata	TSC complex subunit 1(TSC1)
ENSTGUG00000007880	100231217	Taeniopygia guttata	alanyl-tRNA synthetase 2, mitochondrial(AARS2)
ENSTGUG00000005220	105758711	Taeniopygia guttata	holocarboxylase synthetase(HLCS)
ENSTGUG00000018526	100231773	Taeniopygia guttata	alpha-2-macroglobulin-like protein 1(LOC100231773)
ENSTGUG00000018528	105759120	Taeniopygia guttata	taste receptor type 2 member 7-like(LOC105759120)
ENSTGUG00000017231	100224680	Taeniopygia guttata	notch receptor 2(NOTCH2)
ENSTGUG00000005249	100227427	Taeniopygia guttata	FKBP prolyl isomerase 9(FKBP9)
ENSTGUG00000006579	100223731	Taeniopygia guttata	WNT inhibitory factor 1(WIF1)
ENSTGUG00000005248	100223598	Taeniopygia guttata	fibrinogen beta chain(FGB)
ENSTGUG00000006578	100224174	Taeniopygia guttata	inhibitor of growth family member 2(ING2)
ENSTGUG00000005247	100190762	Taeniopygia guttata	plasmolipin(PLLP)
ENSTGUG00000006577	100221276	Taeniopygia guttata	voltage dependent anion channel 2(VDAC2)
ENSTGUG00000005252	100190364	Taeniopygia guttata	GDP-mannose pyrophosphorylase B(GMPPB)
ENSTGUG00000005251	101233444	Taeniopygia guttata	tectonic family member 2(TCTN2)
ENSTGUG00000006581	100228953	Taeniopygia guttata	chitobiase(CTBS)
ENSTGUG00000006580	100224125	Taeniopygia guttata	RWD domain containing 4(RWDD4)
ENSTGUG00000006587	115497221	Taeniopygia guttata	NADPH oxidase organizer 1(NOXO1)
ENSTGUG00000006586	100232362	Taeniopygia guttata	2-oxoglutarate and iron dependent oxygenase domain containing 1(OGFOD1)
ENSTGUG00000005255	100221253	Taeniopygia guttata	FAM3 metabolism regulating signaling molecule B(FAM3B)
ENSTGUG00000005254	100230558	Taeniopygia guttata	7-dehydrocholesterol reductase(DHCR7)
ENSTGUG00000006584	100222011	Taeniopygia guttata	ribosomal RNA processing 9, U3 small nucleolar RNA binding protein(RRP9)
ENSTGUG00000005253	100230227	Taeniopygia guttata	tRNA methyltransferase 13 homolog(TRMT13)
ENSTGUG00000018558	115497036	Taeniopygia guttata	small nucleolar RNA SNORD19(LOC115497036)
ENSTGUG00000017226	100218161	Taeniopygia guttata	C-X-C motif chemokine ligand 14(CXCL14)
ENSTGUG00000018550	100222682	Taeniopygia guttata	urotensin-2 receptor-like(LOC100222682)
ENSTGUG00000018552	115495815	Taeniopygia guttata	pleckstrin homology domain containing S1(PLEKHS1)
ENSTGUG00000005238	100219389	Taeniopygia guttata	ADP ribosylation factor like GTPase 2 binding protein(ARL2BP)
ENSTGUG00000006568	100223399	Taeniopygia guttata	kelch like family member 30(KLHL30)
ENSTGUG00000005237	100225755	Taeniopygia guttata	RNA polymerase I subunit B(POLR1B)
ENSTGUG00000006567	100227865	Taeniopygia guttata	complement C5(C5)
ENSTGUG00000005236	100220261	Taeniopygia guttata	zinc finger protein 365(ZNF365)
ENSTGUG00000005235	100225979	Taeniopygia guttata	inositol hexakisphosphate kinase 1(IP6K1)
ENSTGUG00000007899	100221834	Taeniopygia guttata	ALX homeobox 1(ALX1)
ENSTGUG00000006572	100232776	Taeniopygia guttata	claudin-22(LOC100232776)
ENSTGUG00000005241	100231274	Taeniopygia guttata	solute carrier family 25 member 14(SLC25A14)
ENSTGUG00000006571	100223236	Taeniopygia guttata	zinc finger protein 598, E3 ubiquitin ligase(ZNF598)
ENSTGUG00000006570	100223947	Taeniopygia guttata	diacylglycerol lipase alpha(DAGLA)
ENSTGUG00000006576	100231086	Taeniopygia guttata	transferrin(TF)
ENSTGUG00000005245	100229838	Taeniopygia guttata	rhotekin 2(RTKN2)
ENSTGUG00000006574	100224927	Taeniopygia guttata	2'-5'-oligoadenylate synthase-like protein 1(LOC100224927)
ENSTGUG00000005243	100232216	Taeniopygia guttata	N-terminal asparagine amidase(NTAN1)
ENSTGUG00000005242	100227732	Taeniopygia guttata	serine incorporator 3(SERINC3)
ENSTGUG00000017216	100227681	Taeniopygia guttata	phosphofurin acidic cluster sorting protein 2(PACS2)
ENSTGUG00000017252	100229443	Taeniopygia guttata	flavin-containing monooxygenase 5(LOC100229443)
ENSTGUG00000017252	100232391	Taeniopygia guttata	flavin-containing monooxygenase 5-like(LOC100232391)
ENSTGUG00000017257	100218403	Taeniopygia guttata	claudin 19(CLDN19)
ENSTGUG00000017254	100189996	Taeniopygia guttata	chromosome 21 C1orf50 homolog(C21H1orf50)
ENSTGUG00000018586	115495182	Taeniopygia guttata	small nucleolar RNA SNORD57(LOC115495182)
ENSTGUG00000017255	100221254	Taeniopygia guttata	prolyl 3-hydroxylase 1(P3H1)
ENSTGUG00000006599	100190453	Taeniopygia guttata	nudix hydrolase 21(NUDT21)
ENSTGUG00000005268	100224177	Taeniopygia guttata	beta-secretase 2(BACE2)
ENSTGUG00000005274	100190329	Taeniopygia guttata	mitochondrial ribosomal protein S22(MRPS22)
ENSTGUG00000005273	100222352	Taeniopygia guttata	glucuronidase beta(GUSB)
ENSTGUG00000005272	100225107	Taeniopygia guttata	testin LIM domain protein(TES)
ENSTGUG00000005271	100221920	Taeniopygia guttata	hepatocyte nuclear factor 4 alpha(HNF4A)
ENSTGUG00000005278	100223546	Taeniopygia guttata	pyridoxal dependent decarboxylase domain containing 1(PDXDC1)
ENSTGUG00000005277	100224034	Taeniopygia guttata	ring finger protein 123(RNF123)
ENSTGUG00000005276	100223511	Taeniopygia guttata	SAS-6 centriolar assembly protein(SASS6)
ENSTGUG00000005275	100219124	Taeniopygia guttata	NAD synthetase 1(NADSYN1)
ENSTGUG00000005270	100227042	Taeniopygia guttata	AT-rich interaction domain 5B(ARID5B)
ENSTGUG00000018573	115497806	Taeniopygia guttata	small nucleolar RNA SNORA18(LOC115497806)
ENSTGUG00000017243	100218910	Taeniopygia guttata	3-hydroxy-3-methylglutaryl-CoA synthase 2(HMGCS2)
ENSTGUG00000005258	100227109	Taeniopygia guttata	NK6 homeobox 3(NKX6-3)
ENSTGUG00000006588	100220793	Taeniopygia guttata	LEM domain containing 3(LEMD3)
ENSTGUG00000005257	100229333	Taeniopygia guttata	alpha tocopherol transfer protein like(TTPAL)
ENSTGUG00000005263	100230928	Taeniopygia guttata	vitamin K epoxide reductase complex subunit 1 like 1(VKORC1L1)
ENSTGUG00000006593	100228159	Taeniopygia guttata	TATA-box binding protein associated factor 7 like(TAF7L)
ENSTGUG00000005262	100229870	Taeniopygia guttata	RAN binding protein 10(RANBP10)
ENSTGUG00000006592	105760258	Taeniopygia guttata	transducin beta like 3(TBL3)
ENSTGUG00000005261	100219769	Taeniopygia guttata	transmembrane BAX inhibitor motif containing 1(TMBIM1)
ENSTGUG00000006591	100223239	Taeniopygia guttata	ribosome production factor 1 homolog(RPF1)
ENSTGUG00000005267	100222669	Taeniopygia guttata	ecto-NOX disulfide-thiol exchanger 2(ENOX2)
ENSTGUG00000005266	100225444	Taeniopygia guttata	GLIS family zinc finger 3(GLIS3)
ENSTGUG00000006595	751955	Taeniopygia guttata	glutamate metabotropic receptor 2(GRM2)
ENSTGUG00000005264	100221183	Taeniopygia guttata	ankyrin 1(ANK1)
ENSTGUG00000017238	101233409	Taeniopygia guttata	complement C1q subcomponent subunit A(LOC101233409)
ENSTGUG00000017239	100232783	Taeniopygia guttata	EPH receptor A8(EPHA8)
ENSTGUG00000006590	100221248	Taeniopygia guttata	trafficking protein particle complex subunit 11(TRAPPC11)
ENSTGUG00000007909	100231556	Taeniopygia guttata	cadherin 4(CDH4)
ENSTGUG00000007905	100218702	Taeniopygia guttata	StAR related lipid transfer domain containing 5(STARD5)
ENSTGUG00000007906	100230484	Taeniopygia guttata	von Willebrand factor C domain containing 2(VWC2)
ENSTGUG00000007907	100229677	Taeniopygia guttata	CTR9 homolog, Paf1/RNA polymerase II complex component(CTR9)
ENSTGUG00000007908	100231398	Taeniopygia guttata	Ras association domain family member 9(RASSF9)
ENSTGUG00000011174	100232611	Taeniopygia guttata	thymocyte selection associated high mobility group box(TOX)
ENSTGUG00000007901	100227640	Taeniopygia guttata	charged multivesicular body protein 1A(CHMP1A)
ENSTGUG00000011173	100225719	Taeniopygia guttata	DAZ interacting zinc finger protein 1(DZIP1)
ENSTGUG00000007902	100226039	Taeniopygia guttata	sarcoglycan beta(SGCB)
ENSTGUG00000011172	100229042	Taeniopygia guttata	integrin subunit beta 2(ITGB2)
ENSTGUG00000011171	100226880	Taeniopygia guttata	structural maintenance of chromosomes 4(SMC4)
ENSTGUG00000007904	100221442	Taeniopygia guttata	adaptor related protein complex 1 subunit sigma 3(AP1S3)
ENSTGUG00000011170	100228115	Taeniopygia guttata	SLX9 ribosome biogenesis factor(SLX9)
ENSTGUG00000007900	100219534	Taeniopygia guttata	secretogranin II(SCG2)
ENSTGUG00000011169	100221085	Taeniopygia guttata	tripartite motif containing 59(TRIM59)
ENSTGUG00000011167	100232128	Taeniopygia guttata	inositol polyphosphate-5-phosphatase F(INPP5F)
ENSTGUG00000011166	100219544	Taeniopygia guttata	glycosyltransferase 8 domain containing 2(GLT8D2)
ENSTGUG00000011165	100220022	Taeniopygia guttata	ubiquitin protein ligase E3 component n-recognin 1(UBR1)
ENSTGUG00000011164	100228262	Taeniopygia guttata	BAG cochaperone 3(BAG3)
ENSTGUG00000012495	100231749	Taeniopygia guttata	5'-nucleotidase ecto(NT5E)
ENSTGUG00000012496	100226370	Taeniopygia guttata	BORA aurora kinase A activator(BORA)
ENSTGUG00000012497	100224687	Taeniopygia guttata	tubulin alpha like 3(TUBAL3)
ENSTGUG00000012498	100222726	Taeniopygia guttata	WASH complex subunit 5(WASHC5)
ENSTGUG00000012490	100225604	Taeniopygia guttata	squalene epoxidase(SQLE)
ENSTGUG00000012492	100224395	Taeniopygia guttata	dachshund family transcription factor 1(DACH1)
ENSTGUG00000012493	100230758	Taeniopygia guttata	ubiquitin specific peptidase 18(USP18)
ENSTGUG00000011163	100222897	Taeniopygia guttata	photoreceptor outer segment membrane glycoprotein 2(LOC100222897)
ENSTGUG00000011162	100225405	Taeniopygia guttata	host cell factor C2(HCFC2)
ENSTGUG00000011161	100221840	Taeniopygia guttata	DnaJ heat shock protein family (Hsp40) member C3(DNAJC3)
ENSTGUG00000011160	100232587	Taeniopygia guttata	tau tubulin kinase 2(TTBK2)
ENSTGUG00000011159	100230953	Taeniopygia guttata	adenosine deaminase RNA specific B1(ADARB1)
ENSTGUG00000011158	100224013	Taeniopygia guttata	karyopherin subunit alpha 4(KPNA4)
ENSTGUG00000011157	100223117	Taeniopygia guttata	ADP ribosylation factor like GTPase 14(ARL14)
ENSTGUG00000011155	100221331	Taeniopygia guttata	zinc finger protein 804A(ZNF804A)
ENSTGUG00000012486	100230085	Taeniopygia guttata	protocadherin 9(PCDH9)
ENSTGUG00000012487	100227278	Taeniopygia guttata	kelch like family member 1(KLHL1)
ENSTGUG00000012488	100231280	Taeniopygia guttata	MTSS I-BAR domain containing 1(MTSS1)
ENSTGUG00000012489	100228819	Taeniopygia guttata	aldo-keto reductase family 1 member B1(LOC100228819)
ENSTGUG00000007927	100223223	Taeniopygia guttata	target of EGR1, exonuclease(TOE1)
ENSTGUG00000007929	100232373	Taeniopygia guttata	fidgetin like 1(FIGNL1)
ENSTGUG00000011196	100219172	Taeniopygia guttata	chromodomain helicase DNA binding protein 7(CHD7)
ENSTGUG00000007923	100225560	Taeniopygia guttata	ubiquitin conjugating enzyme E2 O(UBE2O)
ENSTGUG00000011195	100219932	Taeniopygia guttata	spectrin repeat containing nuclear envelope protein 1(SYNE1)
ENSTGUG00000007924	100221592	Taeniopygia guttata	cap methyltransferase 1(CMTR1)
ENSTGUG00000011194	100190573	Taeniopygia guttata	schwannomin interacting protein 1(SCHIP1)
ENSTGUG00000007925	100230830	Taeniopygia guttata	neuropeptide Y receptor Y4-2(NPY4R2)
ENSTGUG00000011193	100190020	Taeniopygia guttata	MYC target 1(MYCT1)
ENSTGUG00000007926	100227999	Taeniopygia guttata	annexin A8(LOC100227999)
ENSTGUG00000011192	100229205	Taeniopygia guttata	SEC23 interacting protein(SEC23IP)
ENSTGUG00000007920	100223165	Taeniopygia guttata	leucine rich repeat containing 66(LRRC66)
ENSTGUG00000011190	100232518	Taeniopygia guttata	transmembrane protein 62(TMEM62)
ENSTGUG00000011186	100226624	Taeniopygia guttata	mitochondrial translation release factor 1 like(MTRF1L)
ENSTGUG00000007916	100231107	Taeniopygia guttata	beta-microseminoprotein(LOC100231107)
ENSTGUG00000007916	101232871	Taeniopygia guttata	beta-microseminoprotein(LOC101232871)
ENSTGUG00000007917	116808547	Taeniopygia guttata	beta-microseminoprotein-like(LOC116808547)
ENSTGUG00000007918	101233295	Taeniopygia guttata	coiled-coil domain containing 167(CCDC167)
ENSTGUG00000011185	100219879	Taeniopygia guttata	regulator of G protein signaling 17(RGS17)
ENSTGUG00000007912	100232031	Taeniopygia guttata	WD repeat and FYVE domain containing 1(WDFY1)
ENSTGUG00000007913	100231177	Taeniopygia guttata	interleukin 16(IL16)
ENSTGUG00000011183	121470197	Taeniopygia guttata	minichromosome maintenance complex binding protein(MCMBP)
ENSTGUG00000007914	100225975	Taeniopygia guttata	RuvB like AAA ATPase 1(RUVBL1)
ENSTGUG00000011182	100229693	Taeniopygia guttata	RAB2A, member RAS oncogene family(RAB2A)
ENSTGUG00000007915	100224744	Taeniopygia guttata	cyclin dependent kinase 10(CDK10)
ENSTGUG00000011181	100232043	Taeniopygia guttata	heat shock protein 90 beta family member 1(HSP90B1)
ENSTGUG00000011180	100232026	Taeniopygia guttata	chromosome 1A C12orf73 homolog(C1AH12orf73)
ENSTGUG00000007910	100227671	Taeniopygia guttata	IKAROS family zinc finger 1(IKZF1)
ENSTGUG00000011179	100227667	Taeniopygia guttata	opioid receptor mu 1(OPRM1)
ENSTGUG00000011178	100232363	Taeniopygia guttata	ATP binding cassette subfamily C member 4 (PEL blood group)(ABCC4)
ENSTGUG00000011177	100222853	Taeniopygia guttata	claudin 10(CLDN10)
ENSTGUG00000011176	100230764	Taeniopygia guttata	carbonic anhydrase 8(CA8)
ENSTGUG00000011175	100222509	Taeniopygia guttata	thymine DNA glycosylase(TDG)
